;Produit;Prix 1;Prix 2;Prix 3;Prix 4;Prix 5;Prix 6;Prix 7;Prix 8;Prix 9;Prix 10;Prix 11;Prix 12
1205; LAITUE pommée Sud-Ouest sous-abri cat.I colis de 12 (les 12 pièces) ;  ;  ;  ;  ;  ;  ; 6.00; 6.00; 6.00; 6.00; 6.00; 6.00
1206; LAITUE Batavia blonde Rhône-Alpes cat.I colis de 12 (la pièce) ; 0.41; 0.39; 0.45; 0.58; 0.58; 0.56; 0.49; 0.55; 0.55; 0.54; 0.49; 0.48
1207; LAITUE Feuille de chêne blonde Rhône-Alpes cat.I colis de 12 (la pièce) ; 0.41; 0.39; 0.46; 0.61; 0.60; 0.56; 0.49; 0.55; 0.55; 0.54; 0.49; 0.49
1208; LAITUE Feuille de chêne rouge Rhône-Alpes cat.I colis de 12 (la pièce) ; 0.43; 0.42; 0.50; 0.63; 0.62; 0.57; 0.50; 0.55; 0.55; 0.54; 0.49; 0.49
1209; LAITUE pommée Rhône-Alpes cat.I colis de 12 (la pièce) ; 0.42; 0.42; 0.49; 0.60; 0.60; 0.57; 0.50; 0.55; 0.55; 0.54; 0.50; 0.50
1210; LAITUE Batavia blonde Centre-Ouest cat.I colis de 12 (la pièce) ; 0.48; 0.48; 0.50; 0.57; 0.59; 0.58;  ;  ;  ; 0.50; 0.52; 0.50
1211; LAITUE Feuille de chêne blonde Centre-Ouest cat.I colis de 12 (la pièce) ; 0.53; 0.51; 0.53; 0.58; 0.60; 0.58;  ;  ;  ; 0.52; 0.53; 0.53
1212; LAITUE Feuille de chêne rouge Centre-Ouest cat.I colis de 12 (la pièce) ; 0.53; 0.51; 0.53; 0.58; 0.60; 0.59;  ;  ;  ; 0.52; 0.53; 0.53
1213; LAITUE pommée Centre-Ouest cat.I colis de 12 (la pièce) ; 0.53; 0.50; 0.51; 0.57; 0.59; 0.63;  ;  ;  ; 0.52; 0.56; 0.54
1214; LAITUE Batavia blonde Grand-Est de plein champ cat.I colis de 12 (le kg) ; 0.52; 0.49; 0.54; 0.59; 0.61;  ;  ;  ;  ;  ;  ; 0.58
1215; LAITUE Feuille de chêne blonde Grand-Est de plein champ cat.I colis de 12 (le kg) ; 0.57; 0.54; 0.56; 0.67; 0.71;  ;  ;  ;  ;  ;  ; 0.62
1216; LAITUE Feuille de chêne rouge Grand-Est de plein champ cat.I colis de 12 (le kg) ; 0.55; 0.52; 0.55; 0.65; 0.64;  ;  ;  ;  ;  ;  ; 0.62
1217; LAITUE pommée Grand-Est de plein champ cat.I colis de 12 (le kg) ; 0.55; 0.51; 0.57; 0.61; 0.64;  ;  ;  ;  ;  ;  ; 0.63
1218; LAITUE Batavia blonde Ile de France de plein champ cat.I +400g colis de 12 (la pièce) ; 0.54; 0.46; 0.52; 0.55; 0.56;  ;  ;  ;  ;  ;  ; 0.55
1219; LAITUE Feuille de chêne blonde Ile de France de plein champ cat.I +400g colis de 12 (la pièce) ; 0.55; 0.46; 0.52; 0.55; 0.56;  ;  ;  ;  ;  ;  ; 0.55
1220; LAITUE Feuille de chêne rouge Ile de France de plein champ cat.I +400g colis de 12 (la pièce) ; 0.55; 0.46; 0.52; 0.55; 0.56;  ;  ;  ;  ;  ;  ; 0.55
1221; LAITUE pommée Ile de France de plein champ cat.I +400g colis de 12 (la pièce) ; 0.55; 0.46; 0.52; 0.55; 0.56;  ;  ;  ;  ;  ;  ; 0.55
1222; LAITUE Batavia blonde Nord cat.I colis de 12 (la pièce) ; 0.50; 0.48; 0.48; 0.51; 0.49;  ;  ;  ;  ;  ;  ; 0.48
1223; LAITUE Feuille de chêne blonde Nord cat.I colis de 6 (la pièce) ; 0.50; 0.48; 0.48; 0.51; 0.71;  ;  ;  ;  ;  ;  ; 0.48
1224; LAITUE Feuille de chêne rouge Nord cat.I colis de 6 (la pièce) ; 0.50; 0.48; 0.48; 0.51; 0.49;  ;  ;  ;  ;  ;  ;  
1225; LAITUE pommée Nord cat.I colis de 6 (le kg) ; 0.50; 0.48; 0.48; 0.51; 0.49;  ;  ;  ;  ;  ;  ;  
1226; LAITUE Batavia blonde Roussillon cat.I +350g colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.52; 0.40; 0.44; 0.45; 0.41; 0.47;  
1227; LAITUE Feuille de chêne blonde Roussillon cat.I +350g colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.52; 0.40; 0.44; 0.45; 0.41; 0.45;  
1228; LAITUE Feuille de chêne rouge Roussillon cat.I +350g colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.53; 0.41; 0.48; 0.50; 0.45; 0.45;  
1229; LAITUE pommée Roussillon cat.I +350g colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.52; 0.41; 0.48; 0.50; 0.46; 0.53;  
1230; LAITUE Batavia blonde Méditerranée biologique colis de 12 (la pièce) ; 0.80; 0.77; 0.80;  ; 0.84; 0.85; 0.69; 0.67; 0.68; 0.65; 0.68; 0.70
1231; LAITUE Batavia rouge Méditerranée biologique colis de 12 (la pièce) ; 0.73; 0.73;  ;  ; 0.83; 0.83; 0.69; 0.64; 0.70; 0.66; 0.69; 0.68
1232; LAITUE Feuille de chêne blonde Méditerranée biologique colis de 12 (la pièce) ; 0.76; 0.75; 0.80;  ; 0.82; 0.84; 0.69; 0.69; 0.76; 0.66; 0.70; 0.70
1233; LAITUE Feuille de chêne rouge Méditerranée biologique colis de 12 (la pièce) ; 0.77; 0.79;  ;  ; 0.84; 0.83; 0.70; 0.68; 0.73; 0.68; 0.73; 0.71
1234; LAITUE pommée Méditerranée biologique colis de 12 (la pièce) ;  ;  ;  ;  ; 0.82; 0.80; 0.65; 0.66; 0.74; 0.66; 0.71; 0.81
1235; LAITUE pommée rouge Méditerranée biologique colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.77; 0.68; 0.71; 0.74; 0.75;  ;  
1236; LAITUE Romaine Méditerranée biologique colis de 12 (la pièce) ;  ;  ;  ;  ;  ;  ;  ; 0.76; 0.75;  ;  ;  
1237; LAITUE Rougette Méditerranée biologique colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.75; 0.79; 0.73; 0.75; 0.75;  ; 0.73
1238; LAITUE Batavia blonde Sud-Est cat.I (la pièce) ;  ;  ;  ;  ;  ; 0.54; 0.41; 0.47; 0.46; 0.45; 0.50;  
1239; LAITUE Feuille de chêne blonde Sud-Est cat.I (la pièce) ;  ;  ;  ;  ;  ; 0.54; 0.41; 0.44; 0.41; 0.43; 0.51;  
1240; LAITUE Feuille de chêne rouge Sud-Est cat.I (la pièce) ;  ;  ;  ;  ;  ; 0.56; 0.41; 0.43; 0.39; 0.42; 0.51;  
1241; LAITUE lollo blonde Sud-Est cat.I (la pièce) ;  ;  ;  ;  ;  ; 0.46; 0.39; 0.39; 0.34; 0.38; 0.54;  
1242; LAITUE lollo rouge Sud-Est cat.I (la pièce) ;  ;  ;  ;  ;  ; 0.46; 0.39; 0.39; 0.34; 0.37; 0.44;  
1243; LAITUE pommée Sud-Est cat.I (la pièce) ;  ;  ;  ;  ;  ; 0.55; 0.41; 0.49; 0.53; 0.53; 0.60;  
1244; LAITUE Batavia blonde Sud-Ouest cat.I colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.53; 0.40; 0.48; 0.47; 0.45; 0.49; 0.49
1245; LAITUE Feuille de chêne blonde Sud-Ouest cat.I colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.54; 0.40; 0.49; 0.47; 0.45; 0.49; 0.49
1246; LAITUE Feuille de chêne rouge Sud-Ouest cat.I colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.55; 0.45; 0.51; 0.48; 0.45; 0.49; 0.49
1247; LAITUE pommée Sud-Ouest cat.I colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.53; 0.40; 0.49; 0.53; 0.50; 0.54; 0.55
1248; LAITUE Batavia blonde France biologique (la pièce) ; 0.74; 0.70; 0.70; 0.81; 0.84; 0.89; 0.68; 0.71; 0.70; 0.71; 0.73; 0.71
1249; LAITUE Batavia rouge France biologique (la pièce) ; 0.71; 0.70; 0.69; 0.81; 0.85; 0.85; 0.71; 0.64; 0.70; 0.69; 0.74; 0.68
1250; LAITUE Feuille de chêne blonde France biologique (la pièce) ; 0.73; 0.70; 0.70; 0.81; 0.84; 0.89; 0.67; 0.70; 0.81; 0.71; 0.72; 0.71
1251; LAITUE Feuille de chêne rouge France biologique (la pièce) ; 0.74; 0.72; 0.69; 0.82; 0.86; 0.82; 0.72; 0.67; 0.75; 0.70; 0.73; 0.71
1252; LAITUE pommé France biologique (la pièce) ; 0.70; 0.66; 0.61; 0.72; 0.77; 0.91; 0.66; 0.69; 0.78; 0.72; 0.76; 0.81
1253; LAITUE Romaine France biologique (la pièce) ; 0.72; 0.71; 0.67; 0.72;  ;  ;  ; 0.76; 0.73;  ;  ; 0.68
1254; LAITUE Rougette France biologique (la pièce) ; 0.75; 0.75; 0.74;  ; 0.78; 0.77; 0.70; 0.71; 0.71; 0.74; 0.69; 0.73
1255; LAITUE pommée Belgique sous-abri cat.I +330g colis de 12 (la pièce) ;  ;  ;  ;  ; 0.37; 0.23; 0.22; 0.25; 0.20; 0.30; 0.34; 0.19
1256; LAITUE pommée Belgique sous-abri cat.I +400g (la pièce) ; 0.13;  ; 0.26; 0.32; 0.45; 0.28; 0.29; 0.35; 0.23; 0.31; 0.40; 0.25
1257; LAITUE Iceberg Espagne biologique (la pièce) ;  ;  ;  ;  ;  ; 1.18; 1.04; 1.32; 1.32;  ;  ; 1.40
1258; LAITUE Iceberg Espagne cat.I colis de 10 (la pièce) ; 0.39; 0.40; 0.44; 0.56; 0.57; 0.43; 0.37; 0.78; 0.40; 0.65; 0.66; 0.80
1259; LAITUE Iceberg Pays-Bas cat.I +400g colis de 10 (la pièce) ; 0.43; 0.44; 0.60; 0.74; 0.68;  ;  ;  ;  ;  ;  ;  
1260; LAITUE Batavia France biologique (la pièce) ; 0.95; 0.90; 0.87; 0.93; 0.99; 1.03; 0.91; 0.96; 0.97; 0.91; 0.94; 0.92
1261; LAITUE Feuille de chêne France biologique (la pièce) ; 0.95; 0.89; 0.87; 0.92; 0.99; 1.03; 0.90; 0.95; 0.96; 0.90; 0.95; 0.93
1262; LAITUE pommé France biologique (la pièce) ; 0.95; 0.88; 0.88; 0.92; 0.99; 1.03; 0.90; 0.95; 0.97; 0.92; 0.95; 0.94
1263; LAITUE pommée Allemagne cat.I colis de 12 (le kg) ; 6.50; 6.50; 6.50; 7.95; 7.50; 8.81;  ;  ;  ;  ;  ; 8.00
1264; LAITUE pommée Allemagne sous-abri cat.I colis de 12 (les 12 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 12.00; 10.50
1265; LAITUE pommée Belgique cat.I colis de 12 (le kg) ; 8.50; 7.50; 7.50; 9.70; 9.81; 10.56; 9.40; 10.31; 9.50; 9.70; 11.12; 10.50
1266; LAITUE pommée Italie cat.I colis de 12 (les 12 pièces) ;  ;  ;  ;  ;  ; 9.00; 8.70; 9.25; 8.50; 8.70; 11.00;  
1267; LAITUE Batavia blonde Italie cat.I colis de 12 (le kg) ; 0.92; 1.37; 1.50; 1.50; 1.50; 1.50; 1.54; 1.12; 1.00; 1.00; 1.07; 1.06
1268; LAITUE Iceberg Espagne cat.I colis de 10 (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 1.60; 1.24; 1.40; 1.48
1269; LAITUE pommée Espagne cat.I colis de 10 (le kg) ; 1.15;  ;  ;  ;  ; 1.40; 1.62; 1.70;  ;  ;  ;  
1270; LAITUE pommée Italie cat.I colis de 12 (le kg) ;  ; 1.00; 1.12; 1.57; 1.47; 1.32;  ;  ;  ;  ;  ;  
1271; LAITUE Batavia blonde France cat.I colis de 12 (la pièce) ; 0.44; 0.44; 0.47; 0.58; 0.62; 0.62; 0.46; 0.53; 0.53; 0.51; 0.52; 0.51
1272; LAITUE Feuille de chêne blonde France cat.I colis de 12 (la pièce) ; 0.44; 0.44; 0.47; 0.63; 0.64; 0.62; 0.46; 0.52; 0.49; 0.50; 0.52; 0.52
1273; LAITUE Feuille de chêne rouge France cat.I colis de 12 (la pièce) ; 0.44; 0.47; 0.55; 0.71; 0.67; 0.63; 0.47; 0.52; 0.49; 0.50; 0.52; 0.52
1274; LAITUE Iceberg Espagne cat.I colis de 10 (la pièce) ;  ;  ;  ;  ; 0.78; 0.66; 0.55; 1.02; 0.60; 0.85; 0.92; 1.07
1275; LAITUE lollo rouge France cat.I colis de 12 (la pièce) ; 0.51; 0.46; 0.47; 0.73; 0.72; 0.65; 0.49; 0.55; 0.58; 0.57; 0.59;  
1276; LAITUE pommée France cat.I colis de 12 (la pièce) ; 0.46; 0.44; 0.48; 0.60; 0.63; 0.62; 0.46; 0.56; 0.62; 0.58; 0.57; 0.53
1277; LAITUE pommée Allemagne cat.I colis de 12 (les 12 pièces) ; 6.75; 5.60; 6.00; 6.70; 7.38; 8.92;  ;  ;  ;  ;  ;  
1278; LAITUE pommée Allemagne cat.I colis de 6 (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 5.00; 8.83
1279; LAITUE pommée Allemagne sous-abri cat.I colis de 12 (les 12 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ; 13.50; 13.00; 9.75;  
1280; LAITUE pommée Belgique cat.I colis de 12 (les 12 pièces) ; 7.75; 6.60; 7.31; 9.20; 9.81; 9.75; 8.75; 9.62; 8.81; 8.90; 10.38; 9.00
1281; LAITUE pommée France cat.I colis de 12 (les 12 pièces) ;  ;  ;  ;  ;  ;  ;  ; 7.50; 7.50; 7.50;  ;  
1282; LAITUE pommée Italie cat.I colis de 12 (les 12 pièces) ;  ;  ;  ;  ;  ; 8.69; 7.00; 7.00; 7.00; 6.70;  ;  
1283; LAITUE Batavia blonde France cat.I colis de 12 (la pièce) ; 0.65; 0.61; 0.71; 0.85; 0.78; 0.75; 0.60; 0.61; 0.61; 0.62; 0.65; 0.68
1284; LAITUE Feuille de chêne blonde France cat.I (la pièce) ; 0.69; 0.64; 0.73; 0.88; 0.81; 0.78; 0.61; 0.61; 0.60; 0.62; 0.62; 0.68
1285; LAITUE Feuille de chêne rouge France cat.I (la pièce) ; 0.69; 0.64; 0.75; 0.90; 0.81; 0.79; 0.63; 0.61; 0.60; 0.62; 0.65; 0.68
1286; LAITUE Iceberg Espagne cat.I colis de 10 (la pièce) ;  ;  ;  ;  ;  ;  ;  ; 1.00; 0.93; 0.90; 1.07; 1.25
1287; LAITUE pommée France cat.I colis de 12 (la pièce) ; 0.72; 0.69; 0.75; 0.95; 0.81; 0.75; 0.62; 0.61; 0.61; 0.64; 0.67; 0.70
1288; LAITUE Batavia blonde France cat.I colis de 12 (les 12 pièces) ;  ; 6.56; 6.55; 7.88; 8.63; 7.88; 7.30; 7.44; 8.39; 7.61; 7.40; 7.36
1289; LAITUE Feuille de chêne blonde France cat.I colis de 12 (les 12 pièces) ;  ; 6.62; 6.61; 7.90; 8.63; 7.91; 7.58; 7.81; 9.06; 7.90; 7.41; 7.27
1290; LAITUE Feuille de chêne rouge France cat.I +400g colis de 12 (les 12 pièces) ;  ; 6.62; 6.66; 7.90; 8.63; 7.91; 7.82; 7.81; 9.06; 7.90; 7.41; 7.27
1291; LAITUE pommée France cat.I colis de 12 (les 12 pièces) ;  ; 6.59; 6.58; 7.86; 8.63; 8.47; 8.13; 8.31; 8.88; 8.44; 8.28; 7.90
1292; LAITUE Batavia blonde France cat.I colis de 12 (la pièce) ;  ;  ;  ; 0.62; 0.78; 0.77; 0.70; 0.75; 0.76; 0.70; 0.73; 0.70
1293; LAITUE Feuille de chêne blonde France cat.I colis de 12 (la pièce) ;  ;  ;  ; 0.62; 0.78; 0.75; 0.70; 0.75; 0.70; 0.70; 0.74; 0.70
1294; LAITUE Feuille de chêne rouge France cat.I colis de 12 (la pièce) ;  ;  ;  ; 0.62; 0.75; 0.77; 0.74; 0.78; 0.72; 0.72; 0.74; 0.70
1295; LAITUE pommée Belgique cat.I colis de 12 (la pièce emb.cons.) ;  ;  ;  ;  ; 0.78;  ;  ;  ;  ;  ;  ;  
1296; LAITUE pommée France cat.I colis de 12 (la pièce) ;  ;  ;  ; 0.70; 0.79; 0.82; 0.75; 0.82; 0.80; 0.75; 0.81; 0.73
1297; LAITUE Batavia blonde Sud-Est cat.I colis de 12 (la pièce) ;  ;  ;  ;  ;  ;  ;  ; 0.46; 0.46; 0.46; 0.49; 0.54
1298; LAITUE Batavia blonde Sud-Est cat.I colis de 12 (les 12 pièces) ; 7.00; 6.10; 6.50; 8.88; 7.90; 6.62; 5.40;  ;  ;  ;  ;  
1299; LAITUE Feuille de chêne blonde Sud-Est cat.I colis de 12 (la pièce) ;  ;  ;  ;  ;  ;  ;  ; 0.46; 0.46; 0.46; 0.49; 0.54
1300; LAITUE Feuille de chêne blonde Sud-Est cat.I colis de 12 (les 12 pièces) ; 7.00; 6.10; 6.50; 8.88; 7.90; 6.62; 5.40;  ;  ;  ;  ;  
1301; LAITUE Batavia blonde France cat.I colis de 12 (la pièce) ; 0.65; 0.64; 0.70; 0.80; 0.83; 0.79; 0.63; 0.68; 0.72; 0.68; 0.69; 0.69
1302; LAITUE Feuille de chêne blonde France cat.I colis de 12 (la pièce) ; 0.65; 0.64; 0.70; 0.82; 0.83; 0.79; 0.63; 0.68; 0.70; 0.67; 0.69; 0.69
1303; LAITUE Feuille de chêne rouge France cat.I colis de 12 (la pièce) ; 0.65; 0.64; 0.70; 0.82; 0.83; 0.79; 0.63; 0.67; 0.70; 0.67; 0.69; 0.69
1304; LAITUE pommée France cat.I colis de 12 (la pièce) ; 0.65; 0.64; 0.70; 0.81; 0.83; 0.79; 0.63; 0.69; 0.73; 0.74; 0.77; 0.72
1305; LAITUE Batavia France biologique (la pièce) ; 0.95; 0.84; 0.82; 0.87; 1.02; 1.12; 0.95; 1.00; 1.02; 0.94; 0.93; 0.89
1306; LAITUE Feuille de chêne France biologique (la pièce) ; 0.94; 0.83; 0.83; 0.86; 1.01; 1.11; 0.94; 0.99; 0.99; 0.91; 0.93; 0.89
1307; LAITUE pommé France biologique (la pièce) ; 0.94; 0.83; 0.86; 0.88; 1.02; 1.11; 0.97; 1.00; 1.02; 0.95; 0.94; 0.89
1308; LAITUE Batavia blonde France cat.I colis de 12 (le kg) ; 0.75; 0.65; 0.71; 0.85; 0.88; 0.87; 0.69; 0.71; 0.72; 0.71; 0.75; 0.78
1309; LAITUE Batavia blonde U.E. cat.I colis de 12 (le kg) ;  ;  ;  ;  ;  ;  ;  ; 0.65; 0.68; 0.71; 0.75;  
1310; LAITUE Feuille de chêne blonde France cat.I colis de 12 (le kg) ; 0.78; 0.66; 0.74; 0.86; 0.91; 0.88; 0.72; 0.71; 0.75; 0.75; 0.75; 0.78
1311; LAITUE Feuille de chêne rouge France cat.I colis de 12 (le kg) ; 0.78; 0.66; 0.74; 0.86; 0.91; 0.88; 0.72; 0.71; 0.75; 0.75; 0.75; 0.78
1312; LAITUE Iceberg U.E. cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ; 1.61; 0.90; 0.99; 1.15; 1.06
1313; LAITUE pommée France cat.I colis de 12 (le kg) ; 0.78; 0.70; 0.79; 0.87; 0.93; 0.85; 0.70; 0.74; 0.74; 0.72; 0.74; 0.81
1314; LAITUE pommée U.E. cat.I colis de 12 (le kg) ;  ;  ;  ;  ;  ;  ;  ; 0.68; 0.72; 0.71; 0.75;  
1315; LAITUE Romaine U.E. cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ; 1.90; 1.82; 1.77; 1.75; 1.64
1316; LAITUE Sucrine U.E. cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ; 1.88; 2.24; 2.22; 2.49; 2.45
1317; LAITUE Batavia blonde France cat.I +400g colis de 12 (les 12 pièces) ; 6.19; 6.40; 6.03; 6.97; 6.41; 8.00; 6.31; 7.38; 7.58; 7.28; 7.86; 6.68
1318; LAITUE Feuille de chêne blonde France cat.I +400g colis de 12 (les 12 pièces) ; 6.50; 6.45; 6.03; 6.97; 6.41; 8.00; 6.31; 7.38; 7.55; 7.28; 7.86; 6.68
1319; LAITUE Feuille de chêne rouge France cat.I +400g colis de 12 (les 12 pièces) ; 6.50; 6.45; 6.03; 6.93; 6.41; 8.00; 6.31; 7.38; 7.55; 7.28; 7.86; 6.68
1320; LAITUE Iceberg Espagne cat.I colis de 10 (les 10 pièces) ; 5.95; 5.00;  ; 7.08; 7.12; 6.58; 5.30; 10.70; 5.76; 8.09; 8.38; 10.03
1321; LAITUE Iceberg France cat.I colis de 10 (les 10 pièces) ; 6.00;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
1322; LAITUE Iceberg Pays-Bas cat.I colis de 10 (les 10 pièces) ;  ; 5.00; 6.24; 6.78;  ;  ;  ;  ;  ;  ;  ;  
1323; LAITUE pommée France cat.I +400g colis de 12 (les 12 pièces) ; 6.19; 6.00; 6.05; 6.97; 6.41; 8.55; 6.73; 7.79; 7.80; 7.57; 9.81; 7.39
1324; LAITUE Batavia France biologique (la pièce) ; 0.92; 0.84; 0.83; 0.89; 0.94; 0.96; 0.82; 0.86; 0.88; 0.84; 0.90; 0.91
1325; LAITUE Feuille de chêne France biologique (la pièce) ; 0.92; 0.85; 0.83; 0.88; 0.95; 0.96; 0.82; 0.85; 0.88; 0.83; 0.90; 0.91
1326; LAITUE pommé France biologique (la pièce) ; 0.92; 0.84; 0.83; 0.90; 0.95; 0.96; 0.80; 0.85; 0.88; 0.83; 0.89; 0.91
1327; LAITUE Batavia blonde France cat.I colis de 12 (la pièce) ; 0.80; 0.75; 0.71; 0.84; 0.88; 0.95; 0.82; 0.84; 0.85; 0.83; 0.83; 0.83
1328; LAITUE Feuille de chêne blonde France cat.I colis de 12 (la pièce) ; 0.79; 0.74; 0.74; 0.91; 0.92; 0.94; 0.84; 0.85; 0.89; 0.87; 0.87; 0.85
1329; LAITUE Feuille de chêne rouge France cat.I colis de 12 (la pièce) ; 0.78; 0.74; 0.73; 0.89; 0.91; 0.96; 0.90; 0.91; 0.95; 0.87; 0.87; 0.83
1330; LAITUE Iceberg Espagne cat.I colis de 9 (la pièce) ;  ;  ;  ;  ;  ;  ; 0.77; 1.18; 0.85; 0.96; 1.07; 1.13
1331; LAITUE Iceberg Espagne de plein champ cat.I colis de 10 (la pièce) ; 0.83; 0.76; 0.75;  ;  ;  ;  ;  ;  ;  ;  ;  
1332; LAITUE Iceberg Pays-Bas sous-abri cat.I colis de 10 (la pièce) ;  ;  ; 0.88; 0.91; 0.89; 0.91; 0.81;  ;  ;  ;  ;  
1333; LAITUE pommée France cat.I colis de 12 (la pièce) ; 0.81; 0.78; 0.75; 0.89; 0.92; 0.97; 0.88; 0.92; 0.94; 0.90; 0.90; 0.89
1334; LAITUE Batavia France biologique (la pièce) ;  ;  ;  ;  ; 1.03; 1.03; 1.13; 0.93; 0.95; 0.94; 1.05; 0.95
1335; LAITUE Feuille de chêne blonde France biologique (la pièce) ;  ;  ;  ;  ; 1.03; 1.03; 1.15; 0.93; 0.95; 0.94; 1.07; 0.99
1336; LAITUE pommée France biologique (la pièce) ;  ;  ;  ;  ; 1.01; 1.01; 1.13; 0.93; 0.95; 0.92; 1.06; 0.98
1337; LAITUE Batavia blonde France cat.I colis de 12 (les 12 pièces) ; 7.05; 6.16; 6.50; 8.27; 7.80; 8.12; 6.88; 7.24; 6.85; 7.39; 7.22; 7.53
1338; LAITUE Feuille de chêne blonde France cat.I colis de 12 (les 12 pièces) ; 7.05; 6.16; 6.50; 8.40; 7.80; 8.12; 6.88; 7.24; 6.85; 7.39; 7.22; 7.53
1339; LAITUE Feuille de chêne rouge France cat.I colis de 12 (les 12 pièces) ; 7.05; 6.16; 6.50; 8.27; 7.80; 8.12; 6.88; 7.24; 6.85; 7.39; 7.22; 7.53
1340; LAITUE pommée France cat.I colis de 12 (les 12 pièces) ; 7.05; 6.16; 6.50; 8.27; 7.80; 8.12; 6.88; 7.24; 6.85; 7.39; 7.22; 7.53
1341; LAITUE Batavia France biologique (la pièce) ;  ;  ;  ;  ;  ; 1.40; 1.37; 1.33; 1.31; 1.29; 1.31; 1.30
1342; LAITUE Feuille de chêne France biologique (la pièce) ;  ;  ;  ;  ;  ; 1.48; 1.42; 1.39; 1.38; 1.37; 1.36; 1.36
1343; LAITUE pommé France biologique (la pièce) ;  ;  ;  ;  ;  ; 1.51; 1.45; 1.36; 1.39; 1.35; 1.37; 1.37
1344; LAITUE Batavia France (la pièce) ;  ;  ;  ;  ; 1.06; 1.10; 1.04; 1.04; 1.06; 1.02; 1.04; 1.02
1345; LAITUE Feuille de chêne France (la pièce) ;  ;  ;  ;  ; 1.11; 1.13; 1.06; 1.04; 1.05; 1.03; 1.04; 1.03
1346; LAITUE pommée-batavia-feuille de chêne France biologique (la pièce) ;  ;  ;  ;  ; 1.99; 1.92; 1.86; 1.73; 1.72; 1.61; 1.66; 1.75
1347; LAITUE pommée France (la pièce) ;  ;  ;  ;  ; 1.08; 1.10; 1.04; 1.03; 1.05; 1.03; 1.06; 1.05
1348; AILLET botte (les 12 bottes) ;  ;  ;  ;  ;  ;  ; 8.00;  ;  ; 6.67; 6.62;  
1349; AILLET Sud-Ouest botte (le kg) ;  ;  ;  ;  ;  ;  ; 1.08; 1.11; 0.97; 0.94; 0.91;  
1350; CORIANDRE Méditerranée biologique (la botte) ;  ;  ;  ;  ;  ; 0.96; 0.98; 1.06; 1.07; 1.00; 1.02; 1.02
1351; CORIANDRE France botte (les 10 bottes) ; 4.00; 4.00; 4.00; 4.00; 4.00; 4.00;  ;  ;  ;  ;  ; 4.35
1352; CORIANDRE Import botte (les 10 bottes) ; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80
1353; PIED DE MOUTON France (le kg) ;  ;  ;  ;  ; 15.64; 14.50; 12.68; 13.00;  ;  ;  ;  
1354; PIED DE MOUTON France coupé cat.I moyen plateau (le kg) ;  ;  ;  ; 18.00; 17.85; 18.00; 16.80; 15.00;  ;  ;  ;  
1355; PIED DE MOUTON France pied coupé cat.I moyen plateau (le kg) ;  ;  ;  ;  ; 18.33; 15.00;  ;  ;  ;  ;  ;  
1356; PIED DE MOUTON France cat.I moyen (le kg) ;  ;  ;  ;  ; 15.00; 14.75;  ; 14.00;  ;  ;  ;  
1357; PIED DE MOUTON Import cat.I moyen (le kg) ;  ;  ;  ;  ; 10.25; 10.00; 8.60; 8.17;  ;  ;  ;  
1358; LAURIER France botte (les 10 bottes) ; 5.50; 5.50; 5.50; 5.50; 5.50; 5.50; 5.50; 5.50; 5.50; 5.50; 5.50; 5.50
1359; AMANDE sèche Roussillon coque (le kg) ;  ;  ;  ; 4.50; 4.50; 4.50; 4.50; 4.50;  ;  ; 4.00; 4.00
1360; AMANDE verte Roussillon (le kg) ; 3.00; 3.00; 3.00; 3.00;  ;  ;  ;  ;  ;  ;  ;  
1361; AMANDE verte Sud-Est (le kg) ; 4.50; 4.17;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
1362; AMANDE sèche Tunisie coque moyenne sac 5kg (le kg) ;  ; 5.50;  ;  ; 5.60; 5.80; 5.84; 5.72; 5.72; 5.60; 5.58; 5.50
1363; AMANDE fraîche Espagne coque (le kg) ; 3.74; 3.69; 3.69; 3.70; 3.70;  ;  ;  ;  ;  ;  ; 4.80
1364; AMANDE fraîche France coque (le kg) ; 4.81; 4.80;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
1365; AMANDE sèche France coque (le kg) ;  ;  ;  ;  ; 6.15; 7.32; 8.00; 8.00; 8.00; 8.00;  ;  
