MIN de Rungis : fruits et légumes 1 - (Fruits et Légumes - Grossistes) du 01-01-15 au 01-01-16 - RNM
Date;Code libellé;Libellé;Mini;Maxi;Moyen;Unité prix
2015-01-02;57202331;KIWI Hayward Grèce cat.I 105-115g(27 fruits) colis;1,1;1,3;1,2;le kg
2015-01-02;27150123;KIWI Hayward Italie cat.I  95-105g(30 fruits);1,4;1,6;1,5;le kg
2015-01-02;27370123;LAITUE Batavia blonde France cat.I +400g colis de 12;7;8;7,5;les 12 pièces
2015-01-02;27380123;LAITUE Feuille de chêne blonde France cat.I +400g colis de 12;8;9;8,5;les 12 pièces
2015-01-02;29050123;LAITUE Feuille de chêne rouge France cat.I +400g colis de 12;8;9;8,5;les 12 pièces
2015-01-02;27750123;LAITUE Iceberg Espagne cat.I colis de 10;4,2;4,8;4,5;les 10 pièces
2015-01-02;27390123;LAITUE pommée France cat.I +400g colis de 12;8,5;9,5;9;les 12 pièces
2015-01-02;13250123;LITCHI Afrique du sud bateau conteneur;4,5;5,5;5;le kg
2015-01-02;19260123;LITCHI Madagascar bateau;2,4;2,7;2,5;le kg
2015-01-02;57202446;MÂCHE Coquille France plateau 1kg;4,5;5,5;5;le kg
2015-01-02;18880123;MÂCHE verte France barq.150g;0,8;1,05;0,95;les 150g
2015-01-02;4180123;MANDARINE Italie cat.I 1-X;1,4;1,7;1,5;le kg
2015-01-02;9120123;MANGUE Kent Brésil avion;4,8;5,5;5,2;le kg
2015-01-02;29300123;MANGUE Kent Brésil bateau;1,6;1,8;1,7;le kg
2015-01-02;13180123;MANGUE Kent Pérou avion;5,5;6;5,8;le kg
2015-01-02;360123;NAVET rond violet France;1;1,2;1,1;le kg
2015-01-02;57202403;NOIX AOP Grenoble sèche France cat.I +30mm;4,4;4,7;4,5;le kg
2015-01-02;57202404;NOIX AOP Grenoble sèche France cat.I +32mm;4,8;5,2;5;le kg
2015-01-02;57218245;NOIX AOP Grenoble sèche France cat.I +34mm;5;5,5;5,2;le kg
2015-01-02;16480123;OIGNON blanc frais Italie cat.I botte;0,85;1;0,9;la botte
2015-01-02;27820123;OIGNON jaune France cat.I 60-80mm;0,22;0,25;0,24;le kg
2015-01-02;4190123;ORANGE Naveline Espagne cat.I 2(84-96mm);0,7;0,9;0,8;le kg
2015-01-02;4010123;ORANGE Naveline Espagne cat.I 3(81-92mm);0,7;0,8;0,75;le kg
2015-01-02;57209456;ORANGE Naveline Espagne extra 3(81-92mm);1,2;1,3;1,25;le kg
2015-01-02;57221525;ORANGE New Hall Italie cat.I 3-4;1,25;1,35;1,3;le kg
2015-01-02;4030123;ORANGE Salustiana Espagne cat.I 4(77-88mm);0,9;1,1;1,05;le kg
2015-01-02;18640123;PERSIL frisé France;1,6;1,9;1,8;le kg
2015-01-02;20460123;PERSIL frisé Italie;1,5;1,7;1,6;le kg
2015-01-02;9290123;PIMENT vert Maroc;1;1,2;1,1;le kg
2015-01-02;26200123;PLEUROTE France plateau;4;4,8;4,5;le kg
2015-01-02;57209634;POIRE Abate Fétel Italie cat.I 65-70mm plateau 1rg;1;1,2;1,1;le kg
2015-01-02;200123;POIREAU France cat.I;1;1,1;1,05;le kg
2015-01-02;16300123;POIRE Conférence France cat.I 70-75mm plateau 1rg;1,15;1,25;1,2;le kg
2015-01-02;16680123;POIRE Conférence Pays-Bas cat.I 65-70mm plateau 1rg;0,9;1;0,95;le kg
2015-01-02;17190123;POIRE Doyenne du comice Belgique cat.I 70-80mm plateau 1rg;0,8;0,95;0,85;le kg
2015-01-02;16660123;POIRE Doyenne du comice France cat.I 80-85mm;1,15;1,25;1,2;le kg
2015-01-02;16550123;POIRE Doyenne du comice France cat.I 80-85mm plateau 1rg;1,35;1,45;1,4;le kg
2015-01-02;17200123;POIRE Doyenne du comice Pays-Bas cat.I 80-90mm;0,6;0,75;0,7;le kg
2015-01-02;19570123;POIRE Louise Bonne France cat.I 60-65mm caisse;0,95;1,05;1;le kg
2015-01-02;57202087;POIRE Louise Bonne France cat.I 65-70mm plateau 1rg;1,3;1,4;1,35;le kg
2015-01-02;16250123;POIRE Passe-crassane France cat.I 80-85mm plateau 1rg;1,5;1,6;1,55;le kg
2015-01-02;26290123;POIVRON rouge carré Espagne cat.I gros;1,3;1,5;1,4;le kg
2015-01-02;26310123;POIVRON vert carré Espagne cat.I gros;1,2;1,4;1,3;le kg
2015-01-02;4210123;POMELOS rose Floride colis de 40;1,2;1,35;1,3;le kg
2015-01-02;3860123;POMELOS rose Floride colis de 48;1,1;1,25;1,2;le kg
2015-01-02;24590123;POMELOS Star-Ruby Espagne colis de 40;0,75;0,9;0,8;le kg
2015-01-02;57219888;POMME Boskoop rouge France cat.I 201/270g plateau 1rg;1,1;1,2;1,15;le kg
2015-01-02;57217075;POMME Boskoop rouge Pays-Bas cat.I 201/270g plateau 1rg;0,9;1;0,95;le kg
2015-01-02;57218025;POMME Chantecler France cat.I 201/270g plateau 1rg;1,4;1,55;1,5;le kg
2015-01-02;26560123;POMME DE TERRE basique div.var.cons France lavée cat.I 40-70mm sac 10kg;0,18;0,22;0,2;le kg
2015-01-02;26570123;POMME DE TERRE basique div.var.cons France non lavée cat.I 40-70mm sac 10kg;0,14;0,18;0,16;le kg
2015-01-02;26330123;POMME DE TERRE CHAIR FERME Charlotte France cat.I carton 12,5kg;0,35;0,4;0,38;le kg
2015-01-02;27860123;POMME DE TERRE CHAIR FERME chérie France cat.I carton 12,5kg;0,5;0,6;0,55;le kg
2015-01-02;57223338;POMME Elstar France cat.I 170/220g plateau 1rg;1,1;1,25;1,2;le kg
2015-01-02;57217078;POMME Fuji France cat.I 201/270g plateau 1rg;1,7;1,9;1,8;le kg
2015-01-02;57221157;POMME Gala France cat.I 150/180g plateau 2rg;0,7;0,8;0,75;le kg
2015-01-02;57217072;POMME Gala France cat.I 170/220g plateau 1rg;1;1,1;1,05;le kg
2015-01-02;57217071;POMME Gala France cat.I 201/270g plateau 1rg;1,15;1,25;1,2;le kg
2015-01-02;57223527;POMME Golden colo.1-2 France cat.I 150/180g plateau 2rg;0,6;0,75;0,7;le kg
2015-01-02;57219987;POMME Golden colo.1-2 France cat.I 201/270g plateau 1rg;1,05;1,2;1,1;le kg
2015-01-02;57217077;POMME Granny smith France cat.I 201/270g plateau 1rg;1,1;1,2;1,15;le kg
2015-01-02;57218210;POMME Pink-lady France cat.I 201/270g plateau 1rg;1,8;2;1,9;le kg
2015-01-02;57217074;POMME Reinette grise du Canada France cat.I 201/270g plateau 1rg;1,15;1,3;1,2;le kg
2015-01-02;57217079;POMME Rouge americaine France cat.I 201/270g plateau 1rg;1,1;1,2;1,15;le kg
2015-01-02;57217080;POMME Rubinette France cat.I 201/270g plateau 1rg;1,5;1,65;1,6;le kg
2015-01-02;57218209;POMME Tentation France cat.I 201/270g plateau 1rg;1,8;2;1,9;le kg
2015-01-02;27840123;POTIRON Muscade France;0,45;0,55;0,5;le kg
2015-01-02;18700123;RADIS France botte;1;1,2;1,1;la botte
2015-01-02;4740123;RAISIN Aledo Espagne cat.I;2,3;2,8;2,5;le kg
2015-01-02;18370123;SHII-TAKE France cat.I plateau;7;8;7,5;le kg
2015-01-02;57221426;TOMATE côtelée Espagne cat.I 67-82mm plateau 1rg;1,6;1,8;1,7;le kg
2015-01-02;9700123;TOMATE ronde Espagne cat.I 57-67mm;0,95;1,1;1;le kg
2015-01-02;9340123;TOMATE ronde Espagne grappe cat.I;1;1,3;1,2;le kg
2015-01-02;9430123;TOMATE ronde Maroc cat.I 57-67mm;0,75;0,85;0,8;le kg
2015-01-02;9370123;TOMATE ronde Maroc cat.I 67-82mm plateau 1rg;0,95;1,05;1;le kg
2015-01-05;20310123;AIL blanc sec Espagne cat.I 60-80mm sac 5kg;2,3;2,5;2,4;le kg
2015-01-05;26830123;AIL violet sec France cat.I 60-80mm;2,8;3,5;3;le kg
2015-01-05;28830123;ANANAS Afrique B(1100-1500g) avion;2;2,2;2,1;le kg
2015-01-05;24530123;ANANAS Sweet Costa-Rica cat.I B(1100-1500g) bateau conteneur;0,85;1;0,9;le kg
2015-01-05;57218041;ANANAS Sweet Côte d'Ivoire cat.I B(1100-1500g) bateau conteneur;0,85;1,1;0,95;le kg
2015-01-05;9410123;ARTICHAUT blanc Espagne cat.I 11-13cm colis de 18;1,6;2;1,8;le kg
2015-01-05;11420123;ARTICHAUT blanc Espagne cat.I +13cm colis de 12;2,1;2,3;2,2;le kg
2015-01-05;26870123;AUBERGINE Espagne cat.I;1,3;1,5;1,4;le kg
2015-01-05;3890123;AVOCAT Hass Espagne colis de 16;9,5;10,5;10;les 16 pièces
2015-01-05;4270123;AVOCAT Hass Espagne colis de 20;9;10;9,5;les 20 pièces
2015-01-05;25870123;BANANE Afrique extra;0,9;0,95;0,93;le kg
2015-01-05;25880123;BANANE Amérique centrale extra;0,9;0,95;0,93;le kg
2015-01-05;25900123;BANANE DOM extra;0,9;0,95;0,93;le kg
2015-01-05;19950123;BETTE Italie;0,9;1,4;1,2;le kg
2015-01-05;9420123;BETTERAVE ROUGE ronde cuite France;1,7;1,8;1,75;le kg
2015-01-05;10380123;CAROTTE Espagne cat.I botte;0,85;1;0,9;la botte
2015-01-05;9460123;CAROTTE France cat.I sac 10kg;0,3;0,4;0,35;le kg
2015-01-05;420123;CAROTTE France extra colis 12kg;0,45;0,55;0,5;le kg
2015-01-05;9480123;CÉLERI-BRANCHE vert Italie cat.I;0,85;0,95;0,9;le kg
2015-01-05;370123;CÉLERI-RAVE France;0,75;0,9;0,8;le kg
2015-01-05;23500123;CHAMPIGNON DE PARIS Pologne pied coupé cat.I plateau;1,9;2,05;2;le kg
2015-01-05;28670123;CHICORÉE Frisée fine Espagne cat.I colis de 10;11;12;11,5;les 10 pièces
2015-01-05;57209364;CHICORÉE frisée France cat.I colis de 8;11;12;11,5;les 8 pièces
2015-01-05;25020123;CHICORÉE Scarole France cat.I colis de 8;11;12;11,5;les 8 pièces
2015-01-05;26220123;CHOU blanc Pays-Bas cat.I;0,4;0,55;0,5;le kg
2015-01-05;3250123;CHOU Brocoli Espagne cat.I;1,1;1,3;1,2;le kg
2015-01-05;9780123;CHOU DE BRUXELLES Pays-Bas cat.I;1;1,2;1,1;le kg
2015-01-05;10320123;CHOU FLEUR Espagne couronné cat.I gros;7;8;7,5;les 8 pièces
2015-01-05;27780123;CHOU FLEUR France couronné cat.I gros;10,5;12;11;les 6 pièces
2015-01-05;9520123;CHOU rouge Pays-Bas cat.I sac;0,4;0,5;0,45;le kg
2015-01-05;290123;CHOU vert France cat.I colis de 6;4,8;5,5;5;les 6 pièces
2015-01-05;3770123;CITRON Espagne cat.I 4(58-67mm);1,05;1,15;1,1;le kg
2015-01-05;24670123;CLÉMENTINE Berkane Maroc cat.I 2;0,95;1,05;1;le kg
2015-01-05;19340123;CLÉMENTINE Berkane Maroc cat.I 3;0,9;1;0,95;le kg
2015-01-05;3580123;CLÉMENTINE Clémenvilla Espagne cat.I 1-X;1,2;1,5;1,3;le kg
2015-01-05;27310123;CLÉMENTINE Corse cat.I 2;2;2,2;2,1;le kg
2015-01-05;27320123;CLÉMENTINE Corse cat.I 3;1,9;2,1;2;le kg
2015-01-05;27330123;CLÉMENTINE Corse cat.I 4;1,5;1,7;1,6;le kg
2015-01-05;27180123;CLÉMENTINE Nules Espagne cat.I 1;0,9;1,1;1;le kg
2015-01-05;4640123;CLÉMENTINE Nules Espagne cat.I 2;0,8;1;0,9;le kg
2015-01-05;5200123;CLÉMENTINE Nules Espagne cat.I 3;0,7;0,85;0,8;le kg
2015-01-05;23820123;CLÉMENTINE Nules Espagne extra 2 colis 10kg;1,2;1,6;1,5;le kg
2015-01-05;57200906;CLÉMENTINE Or Israël cat.I 1-X;2;2,3;2,2;le kg
2015-01-05;9570123;CONCOMBRE Espagne cat.I 500-600g colis de 12;0,35;0,4;0,38;la pièce
2015-01-05;23760123;CONCOMBRE mini Jordanie cat.I;3;3,4;3,2;le kg
2015-01-05;57210792;COURGE Potimarron France;1;1,2;1,1;le kg
2015-01-05;9170123;COURGETTE verte Espagne cat.I 14-21cm;1,2;1,5;1,3;le kg
2015-01-05;9580123;COURGETTE verte Maroc cat.I 14-21cm;0,95;1,2;1;le kg
2015-01-05;10350123;CRESSON France botte;1,2;1,3;1,25;la botte
2015-01-05;28680123;ÉCHALION France cat.I 30-50mm plateau;0,75;0,85;0,8;le kg
2015-01-05;440123;ÉCHALOTE France cat.I;0,7;0,9;0,8;le kg
2015-01-05;3130123;ENDIVE Nord-Picardie cat.I colis 5kg;1,2;1,4;1,3;le kg
2015-01-05;3120123;ENDIVE Nord-Picardie extra colis 5kg;1,5;1,8;1,6;le kg
2015-01-05;230123;ÉPINARD France cat.I;2,4;2,6;2,5;le kg
2015-01-05;3360123;FENOUIL Italie;1,1;1,4;1,2;le kg
2015-01-05;57213248;FRAISE Egypte cat.I barq.250g;4,5;5,5;5;le kg
2015-01-05;3280123;FRAISE standard Espagne cat.I barq.250g;5,5;6,5;6;le kg
2015-01-05;25000123;FRAISE standard Maroc cat.I barq.500g;4,5;5,5;5;le kg
2015-01-05;19640123;FRAMBOISE Espagne barq.125g;14;16;15;le kg
2015-01-05;17320123;HARICOT VERT Coco plat Maroc cat.I fin;1,5;2;1,6;le kg
2015-01-05;17390123;HARICOT VERT vert Burkina Faso extra très fin;3,5;4,2;3,8;le kg
2015-01-05;17330123;HARICOT VERT vert Kenya extra très fin;5;5,8;5,5;le kg
2015-01-05;19910123;KIWI Hayward France cat.I 105-115g(27 fruits) plateau 1rg;1,9;2,1;2;le kg
2015-01-05;57213204;KIWI Hayward France cat.I  85-95g(33 fruits);1,6;1,7;1,65;le kg
2015-01-05;23810123;KIWI Hayward France cat.I  95-105g(30 fruits) colis;1,6;1,8;1,7;le kg
2015-01-05;22490123;KIWI Hayward France cat.I  95-105g(30 fruits) plateau 1rg;1,8;2;1,9;le kg
2015-01-05;57202331;KIWI Hayward Grèce cat.I 105-115g(27 fruits) colis;1,1;1,3;1,2;le kg
2015-01-05;27150123;KIWI Hayward Italie cat.I  95-105g(30 fruits);1,4;1,6;1,5;le kg
2015-01-05;27370123;LAITUE Batavia blonde France cat.I +400g colis de 12;7;8;7,5;les 12 pièces
2015-01-05;27380123;LAITUE Feuille de chêne blonde France cat.I +400g colis de 12;8;9;8,5;les 12 pièces
2015-01-05;29050123;LAITUE Feuille de chêne rouge France cat.I +400g colis de 12;8;9;8,5;les 12 pièces
2015-01-05;27750123;LAITUE Iceberg Espagne cat.I colis de 10;4,2;4,8;4,5;les 10 pièces
2015-01-05;27390123;LAITUE pommée France cat.I +400g colis de 12;8,5;9,5;9;les 12 pièces
2015-01-05;13250123;LITCHI Afrique du sud bateau conteneur;4;5;4,5;le kg
2015-01-05;19260123;LITCHI Madagascar bateau;2,4;2,7;2,5;le kg
2015-01-05;57202446;MÂCHE Coquille France plateau 1kg;4,5;5,5;5;le kg
2015-01-05;18880123;MÂCHE verte France barq.150g;0,8;1,05;0,95;les 150g
2015-01-05;4180123;MANDARINE Italie cat.I 1-X;1,4;1,7;1,5;le kg
2015-01-05;9120123;MANGUE Kent Brésil avion;4,8;5,5;5,2;le kg
2015-01-05;29300123;MANGUE Kent Brésil bateau;1,6;1,8;1,7;le kg
2015-01-05;13180123;MANGUE Kent Pérou avion;5,5;6;5,8;le kg
2015-01-05;360123;NAVET rond violet France;1;1,2;1,1;le kg
2015-01-05;57202403;NOIX AOP Grenoble sèche France cat.I +30mm;4,4;4,7;4,5;le kg
2015-01-05;57202404;NOIX AOP Grenoble sèche France cat.I +32mm;4,8;5,2;5;le kg
2015-01-05;57218245;NOIX AOP Grenoble sèche France cat.I +34mm;5;5,5;5,2;le kg
2015-01-05;16480123;OIGNON blanc frais Italie cat.I botte;0,85;1;0,9;la botte
2015-01-05;27820123;OIGNON jaune France cat.I 60-80mm;0,22;0,25;0,24;le kg
2015-01-05;4190123;ORANGE Naveline Espagne cat.I 2(84-96mm);0,7;0,9;0,8;le kg
2015-01-05;4010123;ORANGE Naveline Espagne cat.I 3(81-92mm);0,7;0,8;0,75;le kg
2015-01-05;57209456;ORANGE Naveline Espagne extra 3(81-92mm);1,2;1,3;1,25;le kg
2015-01-05;57221525;ORANGE New Hall Italie cat.I 3-4;1,25;1,35;1,3;le kg
2015-01-05;4030123;ORANGE Salustiana Espagne cat.I 4(77-88mm);0,9;1,1;1,05;le kg
2015-01-05;20460123;PERSIL frisé Italie;1,9;2,2;2;le kg
2015-01-05;9290123;PIMENT vert Maroc;1;1,2;1,1;le kg
2015-01-05;26200123;PLEUROTE France plateau;4;4,8;4,5;le kg
2015-01-05;57209634;POIRE Abate Fétel Italie cat.I 65-70mm plateau 1rg;1;1,2;1,1;le kg
2015-01-05;200123;POIREAU France cat.I;1;1,1;1,05;le kg
2015-01-05;16300123;POIRE Conférence France cat.I 70-75mm plateau 1rg;1,15;1,25;1,2;le kg
2015-01-05;16680123;POIRE Conférence Pays-Bas cat.I 65-70mm plateau 1rg;0,9;1;0,95;le kg
2015-01-05;17190123;POIRE Doyenne du comice Belgique cat.I 70-80mm plateau 1rg;0,8;0,95;0,85;le kg
2015-01-05;16660123;POIRE Doyenne du comice France cat.I 80-85mm;1,15;1,25;1,2;le kg
2015-01-05;16550123;POIRE Doyenne du comice France cat.I 80-85mm plateau 1rg;1,35;1,45;1,4;le kg
2015-01-05;17200123;POIRE Doyenne du comice Pays-Bas cat.I 80-90mm;0,6;0,75;0,7;le kg
2015-01-05;19570123;POIRE Louise Bonne France cat.I 60-65mm caisse;0,95;1,05;1;le kg
2015-01-05;57202087;POIRE Louise Bonne France cat.I 65-70mm plateau 1rg;1,3;1,4;1,35;le kg
2015-01-05;16250123;POIRE Passe-crassane France cat.I 80-85mm plateau 1rg;1,5;1,6;1,55;le kg
2015-01-05;26290123;POIVRON rouge carré Espagne cat.I gros;1,4;1,6;1,5;le kg
2015-01-05;26310123;POIVRON vert carré Espagne cat.I gros;1,3;1,5;1,4;le kg
2015-01-05;4210123;POMELOS rose Floride colis de 40;1,2;1,35;1,3;le kg
2015-01-05;3860123;POMELOS rose Floride colis de 48;1,1;1,25;1,2;le kg
2015-01-05;24590123;POMELOS Star-Ruby Espagne colis de 40;0,75;0,9;0,8;le kg
2015-01-05;57219888;POMME Boskoop rouge France cat.I 201/270g plateau 1rg;1,1;1,2;1,15;le kg
2015-01-05;57217075;POMME Boskoop rouge Pays-Bas cat.I 201/270g plateau 1rg;0,9;1;0,95;le kg
2015-01-05;57218025;POMME Chantecler France cat.I 201/270g plateau 1rg;1,4;1,55;1,5;le kg
2015-01-05;26560123;POMME DE TERRE basique div.var.cons France lavée cat.I 40-70mm sac 10kg;0,18;0,22;0,2;le kg
2015-01-05;26570123;POMME DE TERRE basique div.var.cons France non lavée cat.I 40-70mm sac 10kg;0,14;0,18;0,16;le kg
2015-01-05;26330123;POMME DE TERRE CHAIR FERME Charlotte France cat.I carton 12,5kg;0,35;0,4;0,38;le kg
2015-01-05;27860123;POMME DE TERRE CHAIR FERME chérie France cat.I carton 12,5kg;0,5;0,6;0,55;le kg
2015-01-05;57223338;POMME Elstar France cat.I 170/220g plateau 1rg;1,1;1,25;1,2;le kg
2015-01-05;57217078;POMME Fuji France cat.I 201/270g plateau 1rg;1,7;1,9;1,8;le kg
2015-01-05;57221157;POMME Gala France cat.I 150/180g plateau 2rg;0,7;0,8;0,75;le kg
2015-01-05;57217072;POMME Gala France cat.I 170/220g plateau 1rg;1;1,1;1,05;le kg
2015-01-05;57217071;POMME Gala France cat.I 201/270g plateau 1rg;1,15;1,25;1,2;le kg
2015-01-05;57223527;POMME Golden colo.1-2 France cat.I 150/180g plateau 2rg;0,6;0,75;0,7;le kg
2015-01-05;57219987;POMME Golden colo.1-2 France cat.I 201/270g plateau 1rg;1,05;1,2;1,1;le kg
2015-01-05;57217077;POMME Granny smith France cat.I 201/270g plateau 1rg;1,1;1,2;1,15;le kg
2015-01-05;57218210;POMME Pink-lady France cat.I 201/270g plateau 1rg;1,8;2;1,9;le kg
2015-01-05;57217074;POMME Reinette grise du Canada France cat.I 201/270g plateau 1rg;1,15;1,3;1,2;le kg
2015-01-05;57217079;POMME Rouge americaine France cat.I 201/270g plateau 1rg;1,1;1,2;1,15;le kg
2015-01-05;57217080;POMME Rubinette France cat.I 201/270g plateau 1rg;1,5;1,65;1,6;le kg
2015-01-05;57218209;POMME Tentation France cat.I 201/270g plateau 1rg;1,8;2;1,9;le kg
2015-01-05;27840123;POTIRON Muscade France;0,45;0,55;0,5;le kg
2015-01-05;18700123;RADIS France botte;1;1,2;1,1;la botte
2015-01-05;4740123;RAISIN Aledo Espagne cat.I;2,3;2,8;2,5;le kg
2015-01-05;18370123;SHII-TAKE France cat.I plateau;7;8;7,5;le kg
2015-01-05;57221426;TOMATE côtelée Espagne cat.I 67-82mm plateau 1rg;1,6;1,8;1,7;le kg
2015-01-05;9700123;TOMATE ronde Espagne cat.I 57-67mm;1;1,2;1,1;le kg
2015-01-05;9340123;TOMATE ronde Espagne grappe cat.I;1,1;1,4;1,3;le kg
2015-01-05;9430123;TOMATE ronde Maroc cat.I 57-67mm;0,85;1;0,95;le kg
2015-01-05;9370123;TOMATE ronde Maroc cat.I 67-82mm plateau 1rg;1;1,2;1,1;le kg
